Date,Max Temp,Min Temp,Mean Temp
03/05/1961,15.87288936,7.62758995,11.75023966
04/05/1961,16.92142173,9.88432653,13.40287413
05/05/1961,17.26003583,10.6539947,13.95701527
06/05/1961,14.91971523,6.16460239,10.54215881
07/05/1961,16.57160051,8.18839563,12.37999807
08/05/1961,15.88654994,7.27878405,11.582667
09/05/1961,15.88788607,7.82021841,11.85405224
10/05/1961,16.35570181,7.27333992,11.81452087
11/05/1961,19.7089896,3.90287388,11.80593174
12/05/1961,22.95155014,8.43764407,15.69459711
13/05/1961,23.78098641,7.87688086,15.82893364
14/05/1961,18.85934606,8.598333,13.72883953
15/05/1961,13.60667335,7.64891734,10.62779535
16/05/1961,16.12820541,7.72372162,11.92596352
17/05/1961,16.99556212,6.12850327,11.5620327
18/05/1961,17.07831583,6.50048675,11.78940129
19/05/1961,14.83346228,6.59664357,10.71505293
20/05/1961,14.41500892,8.84202532,11.62851712
21/05/1961,14.19076696,6.35707646,10.27392171
22/05/1961,17.85131924,4.44596866,11.14864395
23/05/1961,18.02887276,7.07541563,12.5521442
24/05/1961,18.62967333,11.0704301,14.85005172
25/05/1961,18.49951253,10.9142177,14.70686512
26/05/1961,14.13905947,8.34565369,11.24235658
27/05/1961,12.9018367,2.4932773,7.697557
28/05/1961,14.03517762,2.0123437,8.02376066
29/05/1961,14.7106774,3.03882232,8.87474986
30/05/1961,16.27470925,7.05456812,11.66463869
31/05/1961,16.75215724,4.91190714,10.83203219
01/06/1961,14.03842841,7.92903999,10.9837342
02/06/1961,18.11512186,8.16286448,13.13899317
03/06/1961,21.85403333,7.83092714,14.84248024
04/06/1961,21.14026163,12.5505507,16.84540617
05/06/1961,22.65343288,10.4073152,16.53037404
06/06/1961,23.12547301,11.4926158,17.30904441
07/06/1961,20.54029813,12.1121882,16.32624317
08/06/1961,18.15675875,10.9431682,14.54996348
09/06/1961,18.4860452,7.08357029,12.78480775
10/06/1961,17.96012908,6.3815533,12.17084119
11/06/1961,19.12181693,12.4192598,15.77053837
12/06/1961,16.24114429,9.91323096,13.07718763
13/06/1961,17.56167877,9.55492698,13.55830288
14/06/1961,19.58160868,7.17003558,13.37582213
15/06/1961,21.88839668,7.98909842,14.93874755
16/06/1961,22.49420768,13.0968522,17.79552994
17/06/1961,20.29840527,13.1508941,16.72464969
18/06/1961,22.43348737,15.4212531,18.92737024
19/06/1961,20.70599748,9.29759457,15.00179603
20/06/1961,21.64626652,8.61460745,15.13043699
21/06/1961,21.93593933,9.7932581,15.86459872
22/06/1961,22.44241705,12.4959901,17.46920358
23/06/1961,25.95459544,9.96405673,17.95932609
24/06/1961,27.39727448,12.9105356,20.15390504
25/06/1961,27.92024719,13.3077723,20.61400975
26/06/1961,21.56399462,13.9191011,17.74154786
27/06/1961,19.85957861,10.2420536,15.05081611
28/06/1961,22.60562326,8.16092186,15.38327256
29/06/1961,26.41545402,9.8419507,18.12870236
30/06/1961,29.46833204,13.2415776,21.35495482
01/07/1961,33.00090987,14.6973792,23.84914454
02/07/1961,25.10449335,17.6214899,21.36299163
03/07/1961,21.95446819,12.9805375,17.46750285
04/07/1961,18.47347451,13.0060817,15.73977811
05/07/1961,20.70367357,8.39425121,14.54896239
06/07/1961,23.01711905,7.51921993,15.26816949
07/07/1961,23.84959062,11.5682925,17.70894156
08/07/1961,20.51813909,14.0435731,17.2808561
